Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
86	-142.9205	57.81742	-2.7548544	-243.82304	-107.99258	63.096424	-1.7758815	-235.4042	200.0	200.0	343999	-9.855313	43.435146	5.891609	-289.87003	-9.855466	43.434723	5.941206	-292.37115	-0.29298222	0.9523031	9.548225	-8.856177	9.761382	6.4696865	4083.867286682129
87	-147.78711	65.220345	-2.8757706	-313.21576	-118.45416	51.34988	-0.115456395	-229.32529	200.0	200.0	347999	-9.554367	42.72932	5.643218	-292.42822	-9.554264	42.728756	5.9713516	-293.63232	-0.29393628	0.95421714	11.5084	-7.592443	9.455717	6.361002	4137.973656654358
88	-147.45639	90.54133	-1.8361205	-328.26834	-151.19154	87.88146	-2.156602	-243.71239	200.0	200.0	351999	-9.678522	43.003952	5.6929216	-288.72754	-9.678669	43.003784	5.585094	-288.34924	-0.3064198	0.9274836	10.230761	-8.609463	9.5899315	9.5923195	4190.591905117035
89	-149.4189	68.33899	-1.7414443	-298.2485	-141.52237	41.845047	-115.52685	-229.55745	200.0	200.0	355999	-9.414152	42.606075	5.739251	-292.28677	-9.414333	42.605263	5.693556	-293.41724	-0.28577387	0.9482464	11.784527	-9.295748	9.313374	6.359831	4237.000034332275
90	-160.09549	64.68631	-1.5707209	-243.1591	-156.54205	74.79513	-1.8922163	-253.58435	200.0	200.0	359999	-9.419629	42.651516	5.722104	-290.57367	-9.419895	42.651787	6.1418934	-290.67966	-0.28031117	0.94958115	9.326654	-8.614851	9.32822	6.6224136	4281.701151132584
91	-162.1479	76.6093	-1.5361896	-333.77914	-151.88126	73.949615	-0.1915075	-241.80939	200.0	200.0	363999	-9.423729	42.615517	5.5024943	-293.94675	-9.423878	42.615314	5.837304	-295.49002	-0.29043362	0.94128436	9.117575	-9.140387	9.32964	6.9111447	4326.465553045273
92	-154.38693	102.00892	-1.5540245	-360.92767	-176.81128	57.99635	-116.504776	-241.05301	200.0	200.0	367999	-9.4461775	42.645565	5.607115	-293.6354	-9.446013	42.64599	6.024854	-295.96536	-0.29829928	0.92173874	10.434576	-8.157175	9.353708	6.150496	4379.481616258621
93	-145.05498	58.188747	-2.7129886	-245.47333	-106.0928	81.146	-0.31315422	-234.27655	200.0	200.0	371999	-9.379773	42.54132	5.956848	-293.61578	-9.379913	42.541264	5.852212	-293.25308	-0.2920448	0.93844056	10.23159	-8.045486	9.292346	7.44702	4426.697528123856
94	-158.38046	66.97586	-3.9947362	-273.81985	-108.6331	63.613068	-0.47660983	-235.72937	200.0	200.0	375999	-9.260722	42.27502	5.624854	-294.12177	-9.260695	42.275448	5.5601482	-294.0447	-0.2908826	0.9351954	10.134523	-8.761028	9.183325	8.888254	4519.794249534607
95	-162.11209	65.05068	-2.4598482	-241.8683	-170.58435	99.10643	-0.25473705	-339.498	200.0	200.0	379999	-9.422614	42.458385	5.465301	-293.1123	-9.42231	42.456802	5.6825747	-294.10864	-0.28846738	0.9346754	12.038385	-7.6776776	9.337511	5.754244	4591.693780899048
96	-150.30719	71.27945	-1.5819212	-244.83669	-141.61256	69.30246	-2.9197283	-234.58566	200.0	200.0	383999	-9.345573	42.256393	5.5851994	-292.62927	-9.345498	42.25681	5.486546	-294.6279	-0.2972159	0.9324005	10.5924015	-8.575623	9.2596	6.838872	4686.019551038742
97	-145.58792	82.217476	-1.3521469	-285.70935	-132.6711	64.295906	-0.37406844	-248.69026	200.0	200.0	387999	-9.243741	42.248943	5.6076803	-292.3373	-9.2438345	42.248993	5.4748745	-294.41602	-0.29560235	0.93507767	11.705935	-8.063645	9.161044	6.8633595	4769.545072078705
98	-132.8016	50.811665	-1.9476556	-249.99574	-153.69559	71.646286	-114.66693	-345.4342	200.0	200.0	391999	-9.298549	42.225185	6.1606946	-295.2125	-9.298726	42.22458	5.606014	-297.1754	-0.29672444	0.9282057	12.372715	-9.123586	9.216031	6.9370856	4864.739175081253
99	-168.3587	81.58817	-3.8096817	-325.25806	-150.73642	72.69496	-0.36437637	-244.10095	200.0	200.0	395999	-9.1003685	41.952118	5.638063	-290.09418	-9.1004715	41.952145	5.746153	-291.51746	-0.29845032	0.92609036	10.444518	-7.7615986	9.024595	8.587196	4937.917868852615
100	-130.97389	71.089195	-1.4092941	-242.15848	-96.85082	48.36575	-0.18566471	-125.84833	200.0	200.0	399999	-9.221401	42.159397	5.861763	-292.2431	-9.221145	42.158905	5.8816423	-291.54468	-0.29174507	0.93255824	9.363767	-9.440029	9.144598	7.020927	5011.484054327011
