Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
78	-170.57527	99.098465	-1.3028929	-343.59653	-158.33667	50.214886	-119.50621	-237.42279	200.0	200.0	311999	-19592.896	275701.94	2.6331384	-217.90018	-19602.25	275833.56	1.9707298	-219.80318	178.80508	2516.1182	5.3259997	-9.090706	97.419716	40.14561	2911.26447725296
79	-168.0401	79.586624	-1.9142644	-369.25845	-190.97847	67.53562	-118.662865	-289.60526	200.0	200.0	315999	-15086.617	212292.48	2.3254483	-219.59358	-15067.537	212024.0	1.8493183	-220.2771	170.84416	2404.0942	5.1606207	-7.6078377	75.1207	26.848877	2952.480299472809
80	-164.72426	99.21525	-0.71937805	-364.80923	-171.23311	78.81647	-0.67432684	-249.58977	200.0	200.0	319999	-15616.3125	219746.02	1.3349017	-223.90347	-15608.292	219633.14	2.4205167	-223.04546	173.01408	2434.6309	4.9001517	-6.8548627	77.4707	20.264446	2986.430635690689
81	-137.4333	85.07119	-0.98642373	-262.11472	-165.73636	116.45802	-0.7458795	-353.64767	200.0	200.0	323999	-15021.6875	211378.81	1.0262955	-225.11989	-15028.487	211474.5	1.8734301	-223.53226	182.6564	2570.308	5.187262	-6.158987	74.407585	18.243801	3017.370355606079
82	-147.24158	87.91427	-0.9325734	-337.89328	-162.70958	112.87875	-1.080751	-379.923	200.0	200.0	327999	-17240.918	242606.6	2.373897	-226.58363	-17254.494	242797.64	2.3209114	-225.42966	188.04	2646.064	4.716232	-7.3104844	85.43972	22.41453	3057.592318058014
83	-121.73041	65.22158	-0.5812665	-277.6084	-145.14526	96.59592	-0.99082756	-321.06195	200.0	200.0	331999	-16396.88	230729.81	3.8142486	-236.57907	-16399.633	230768.55	2.6742415	-234.09312	187.05367	2632.1836	5.0631213	-5.9319925	81.50398	48.33169	3102.615291595459
84	-165.45284	77.55984	-1.0990704	-362.6727	-189.00009	100.89669	-1.1372031	-338.72098	200.0	200.0	335999	-17793.84	250386.8	4.7677455	-230.86774	-17783.225	250237.4	2.9061303	-232.06847	205.2189	2887.79	4.534778	-6.9118686	88.2159	26.51798	3142.2375094890594
85	-154.90674	91.76997	-0.92826575	-339.27094	-161.63803	55.028587	-119.99079	-260.03885	200.0	200.0	339999	-13023.275	183259.0	4.694808	-231.59631	-13027.545	183319.08	4.4003005	-231.2528	173.3416	2439.236	4.8847914	-9.783898	64.59828	22.11859	3179.7399950027466
86	-175.28052	79.882545	-1.0887827	-323.49075	-149.71384	93.04229	-0.89725447	-258.9734	200.0	200.0	343999	-14367.528	202174.23	4.146414	-233.88174	-14368.7705	202191.7	4.3494925	-233.05788	179.90923	2531.6494	5.2822366	-7.6071944	71.369675	43.535606	3208.7884809970856
87	-191.5859	85.693054	-120.57686	-350.60608	-144.48346	99.35099	-0.38372108	-335.3203	200.0	200.0	347999	-15776.552	222001.31	5.921716	-236.62273	-15777.047	222008.27	3.5758226	-236.65007	193.77686	2726.783	4.7867365	-8.615005	78.168655	20.968586	3251.170068025589
88	-135.97006	89.992836	-1.0420116	-299.3346	-123.28269	131.79152	-0.4582286	-340.72427	200.0	200.0	351999	-15439.877	217263.86	4.49828	-238.56166	-15436.818	217220.81	5.3680024	-237.95673	213.92673	3010.314	4.9010835	-6.695156	76.337814	19.016094	3291.3812510967255
89	-146.23944	76.77293	-0.6013487	-314.2349	-147.76544	71.970245	-0.57553715	-252.3937	200.0	200.0	355999	-16126.475	226925.19	3.9973102	-241.14917	-16131.352	226993.81	4.3521185	-239.27573	212.20723	2986.12	4.8994155	-6.8554654	79.75835	36.769234	3338.2994227409363
90	-155.38171	102.806656	-0.5357057	-278.33862	-148.10947	90.36638	-0.86256737	-251.37566	200.0	200.0	359999	-15971.049	224738.28	3.8583505	-241.5091	-15967.498	224688.31	4.9038224	-241.34094	234.75993	3303.4622	4.97392	-8.037531	78.95708	26.41688	3385.7667524814606
91	-141.4772	92.904594	-0.5685083	-337.23013	-112.8704	87.88922	-0.20320094	-261.0477	200.0	200.0	363999	-16267.62	228911.52	4.1008635	-245.94348	-16270.523	228952.38	4.7168837	-244.90683	224.86646	3164.2485	5.170155	-6.379959	80.70135	28.13093	3445.595380783081
92	-147.50429	79.75989	-0.92724425	-256.668	-154.49434	85.20421	-0.34867883	-320.48706	200.0	200.0	367999	-16357.396	230174.38	5.4685874	-244.59154	-16355.365	230145.78	7.7087474	-244.19357	241.37459	3396.5413	5.092661	-7.5257854	80.884384	41.125084	3483.337333679199
93	-150.99922	77.45859	-0.7168048	-299.12424	-126.75908	82.60308	-0.62653816	-267.9105	200.0	200.0	371999	-16076.128	226216.77	4.3089237	-248.56406	-16079.088	226258.44	5.7182407	-249.4452	247.78755	3486.7798	5.172973	-7.3267136	79.41378	32.34624	3527.9352474212646
94	-145.40079	85.56755	-0.68187815	-340.82858	-128.94514	87.41111	-1.4233804	-294.99347	200.0	200.0	375999	-19374.037	272622.72	4.02184	-247.43393	-19375.654	272645.47	4.6670756	-247.1103	273.3504	3846.4854	5.484206	-8.575697	95.52464	23.634396	3609.974536418915
95	-161.7803	95.619026	-0.83061594	-352.2924	-190.15593	89.8543	-0.1385482	-309.8658	200.0	200.0	379999	-13165.914	185266.3	6.9726253	-248.67462	-13166.239	185270.88	8.159703	-248.9282	229.9379	3235.6118	4.91014	-7.5556474	64.89811	18.94083	3664.7748939990997
96	-164.71269	77.75966	-0.91061985	-256.56274	-76.31706	61.64433	-0.6648326	-129.62056	200.0	200.0	383999	-14377.752	202318.42	5.365323	-251.15099	-14375.703	202289.61	6.2786436	-250.55234	247.1528	3477.8508	5.4210463	-8.389506	70.780655	18.695423	3710.7894690036774
97	-162.45645	88.90074	-0.5221755	-273.63138	-177.3973	88.715065	-0.32506678	-324.1891	200.0	200.0	387999	-15400.619	216711.66	6.461848	-255.30002	-15404.591	216767.56	7.322992	-254.20853	253.70059	3569.988	5.4696693	-8.779054	75.80343	24.220137	3752.883271217346
